Year,Date,Plot,Sub_Plot,ID,Treatment,Fire,T+F,Group,Native,Species,Coverage
0,2020-07-20,1,11,1-11-C,C,Sp,C-Sp,Grass,Native,Paspalum setaceum,0
0,2020-07-20,1,12,1-12-S,S,Sp,S-Sp,Bare,UK,Bareground,0
0,2020-07-20,1,12,1-12-S,S,Sp,S-Sp,Grass,Non-native,Paspalum notatum,9
0,2020-07-20,1,12,1-12-S,S,Sp,S-Sp,Grass,Non-native,Cynodon dactylon,3
0,2020-07-20,1,12,1-12-S,S,Sp,S-Sp,Grass,Non-native,Eremochloa ophiuroides,3
0,2020-07-20,1,12,1-12-S,S,Sp,S-Sp,Sedge,Native,Cyperus spp.,0
0,2020-07-20,1,12,1-12-S,S,Sp,S-Sp,Forb,Native,Oxalis corniculata,1
0,2020-07-20,1,12,1-12-S,S,Sp,S-Sp,Grass,Native,Paspalum setaceum,1
0,2020-07-20,1,13,1-13-C,C,Sp,C-Sp,Bare,UK,Bareground,0
0,2020-07-20,1,13,1-13-C,C,Sp,C-Sp,Grass,Non-native,Paspalum notatum,7
0,2020-07-20,1,13,1-13-C,C,Sp,C-Sp,Grass,Non-native,Cynodon dactylon,2
0,2020-07-20,1,13,1-13-C,C,Sp,C-Sp,Grass,Non-native,Eremochloa ophiuroides,9
0,2020-07-20,1,13,1-13-C,C,Sp,C-Sp,Sedge,Native,Cyperus spp.,0
0,2020-07-20,1,13,1-13-C,C,Sp,C-Sp,Forb,Native,Oxalis corniculata,0
0,2020-07-20,1,13,1-13-C,C,Sp,C-Sp,Grass,Native,Paspalum setaceum,0
0,2020-07-20,1,14,1-14-Tw,Tw,Sp,Tw-Sp,Bare,UK,Bareground,0
0,2020-07-20,1,14,1-14-Tw,Tw,Sp,Tw-Sp,Grass,Non-native,Paspalum notatum,10
0,2020-07-20,1,14,1-14-Tw,Tw,Sp,Tw-Sp,Grass,Non-native,Cynodon dactylon,0
0,2020-07-20,1,14,1-14-Tw,Tw,Sp,Tw-Sp,Grass,Non-native,Eremochloa ophiuroides,0
0,2020-07-20,1,14,1-14-Tw,Tw,Sp,Tw-Sp,Sedge,Native,Cyperus spp.,0
0,2020-07-20,1,14,1-14-Tw,Tw,Sp,Tw-Sp,Forb,Native,Oxalis corniculata,0
0,2020-07-20,1,14,1-14-Tw,Tw,Sp,Tw-Sp,Grass,Native,Paspalum setaceum,0
0,2020-07-20,1,15,1-15-S,S,Sp,S-Sp,Bare,UK,Bareground,0
0,2020-07-20,1,15,1-15-S,S,Sp,S-Sp,Grass,Non-native,Paspalum notatum,10
0,2020-07-20,1,15,1-15-S,S,Sp,S-Sp,Grass,Non-native,Cynodon dactylon,0
0,2020-07-20,1,15,1-15-S,S,Sp,S-Sp,Grass,Non-native,Eremochloa ophiuroides,0
0,2020-07-20,1,15,1-15-S,S,Sp,S-Sp,Sedge,Native,Cyperus spp.,0
0,2020-07-20,1,15,1-15-S,S,Sp,S-Sp,Forb,Native,Oxalis corniculata,0
0,2020-07-20,1,15,1-15-S,S,Sp,S-Sp,Grass,Native,Paspalum setaceum,0
0,2020-07-20,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Bare,UK,Bareground,0
0,2020-07-20,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Grass,Non-native,Paspalum notatum,10
0,2020-07-20,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Grass,Non-native,Cynodon dactylon,0
0,2020-07-20,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Grass,Non-native,Eremochloa ophiuroides,0
0,2020-07-20,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Sedge,Native,Cyperus spp.,0
0,2020-07-20,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Forb,Native,Oxalis corniculata,0
0,2020-07-20,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Grass,Native,Paspalum setaceum,0
0,2020-07-20,2,1,2-1-Tw,Tw,W,Tw-W,Bare,UK,Bareground,0
0,2020-07-20,2,1,2-1-Tw,Tw,W,Tw-W,Grass,Non-native,Paspalum notatum,6
0,2020-07-20,2,1,2-1-Tw,Tw,W,Tw-W,Grass,Non-native,Cynodon dactylon,2
0,2020-07-20,2,1,2-1-Tw,Tw,W,Tw-W,Grass,Non-native,Eremochloa ophiuroides,7
0,2020-07-20,2,1,2-1-Tw,Tw,W,Tw-W,Sedge,Native,Cyperus spp.,2
0,2020-07-20,2,1,2-1-Tw,Tw,W,Tw-W,Forb,Native,Oxalis corniculata,1
0,2020-07-20,2,1,2-1-Tw,Tw,W,Tw-W,Grass,Native,Paspalum setaceum,0
0,2020-07-20,2,2,2-2-C,C,W,C-W,Bare,UK,Bareground,0
0,2020-07-20,2,2,2-2-C,C,W,C-W,Grass,Non-native,Paspalum notatum,6
0,2020-07-20,2,2,2-2-C,C,W,C-W,Grass,Non-native,Cynodon dactylon,0
0,2020-07-20,2,2,2-2-C,C,W,C-W,Grass,Non-native,Eremochloa ophiuroides,8
0,2020-07-20,2,2,2-2-C,C,W,C-W,Sedge,Native,Cyperus spp.,0
0,2020-07-20,2,2,2-2-C,C,W,C-W,Forb,Native,Oxalis corniculata,0
0,2020-07-20,2,2,2-2-C,C,W,C-W,Grass,Native,Paspalum setaceum,0
0,2020-07-20,2,3,2-3-S,S,W,S-W,Bare,UK,Bareground,0
0,2020-07-20,2,3,2-3-S,S,W,S-W,Grass,Non-native,Paspalum notatum,9
0,2020-07-20,2,3,2-3-S,S,W,S-W,Grass,Non-native,Cynodon dactylon,0
0,2020-07-20,2,3,2-3-S,S,W,S-W,Grass,Non-native,Eremochloa ophiuroides,5
0,2020-07-20,2,3,2-3-S,S,W,S-W,Sedge,Native,Cyperus spp.,0
0,2020-07-20,2,3,2-3-S,S,W,S-W,Forb,Native,Oxalis corniculata,0
0,2020-07-20,2,3,2-3-S,S,W,S-W,Grass,Native,Paspalum setaceum,0
0,2020-07-20,2,4,2-4-Tsp,Tsp,W,Tsp-W,Bare,UK,Bareground,0
0,2020-07-20,2,4,2-4-Tsp,Tsp,W,Tsp-W,Grass,Non-native,Paspalum notatum,6
0,2020-07-20,2,4,2-4-Tsp,Tsp,W,Tsp-W,Grass,Non-native,Cynodon dactylon,2
0,2020-07-20,2,4,2-4-Tsp,Tsp,W,Tsp-W,Grass,Non-native,Eremochloa ophiuroides,7
0,2020-07-20,2,4,2-4-Tsp,Tsp,W,Tsp-W,Sedge,Native,Cyperus spp.,2
0,2020-07-20,2,4,2-4-Tsp,Tsp,W,Tsp-W,Forb,Native,Oxalis corniculata,1
0,2020-07-20,2,4,2-4-Tsp,Tsp,W,Tsp-W,Grass,Native,Paspalum setaceum,1
0,2020-07-20,2,5,2-5-Tsp,Tsp,W,Tsp-W,Bare,UK,Bareground,0
0,2020-07-20,2,5,2-5-Tsp,Tsp,W,Tsp-W,Grass,Non-native,Paspalum notatum,10
0,2020-07-20,2,5,2-5-Tsp,Tsp,W,Tsp-W,Grass,Non-native,Cynodon dactylon,0
0,2020-07-20,2,5,2-5-Tsp,Tsp,W,Tsp-W,Grass,Non-native,Eremochloa ophiuroides,4
0,2020-07-20,2,5,2-5-Tsp,Tsp,W,Tsp-W,Sedge,Native,Cyperus spp.,0
0,2020-07-20,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Native,Oxalis corniculata,0
0,2020-07-20,2,5,2-5-Tsp,Tsp,W,Tsp-W,Grass,Native,Paspalum setaceum,0
0,2020-07-20,2,6,2-6-S,S,W,S-W,Bare,UK,Bareground,0
0,2020-07-20,2,6,2-6-S,S,W,S-W,Grass,Non-native,Paspalum notatum,8
0,2020-07-20,2,6,2-6-S,S,W,S-W,Grass,Non-native,Cynodon dactylon,1
0,2020-07-20,2,6,2-6-S,S,W,S-W,Grass,Non-native,Eremochloa ophiuroides,7
0,2020-07-20,2,6,2-6-S,S,W,S-W,Sedge,Native,Cyperus spp.,0
0,2020-07-20,2,6,2-6-S,S,W,S-W,Forb,Native,Oxalis corniculata,0
0,2020-07-20,2,6,2-6-S,S,W,S-W,Grass,Native,Paspalum setaceum,0
0,2020-07-20,2,7,2-7-C,C,W,C-W,Bare,UK,Bareground,0
0,2020-07-20,2,7,2-7-C,C,W,C-W,Grass,Non-native,Paspalum notatum,9
0,2020-07-20,2,7,2-7-C,C,W,C-W,Grass,Non-native,Cynodon dactylon,0
0,2020-07-20,2,7,2-7-C,C,W,C-W,Grass,Non-native,Eremochloa ophiuroides,5
0,2020-07-20,2,7,2-7-C,C,W,C-W,Sedge,Native,Cyperus spp.,0
0,2020-07-20,2,7,2-7-C,C,W,C-W,Forb,Native,Oxalis corniculata,0
0,2020-07-20,2,7,2-7-C,C,W,C-W,Grass,Native,Paspalum setaceum,0
0,2020-07-20,2,8,2-8-S,S,W,S-W,Bare,UK,Bareground,0
0,2020-07-20,2,8,2-8-S,S,W,S-W,Grass,Non-native,Paspalum notatum,7
0,2020-07-20,2,8,2-8-S,S,W,S-W,Grass,Non-native,Cynodon dactylon,3
0,2020-07-20,2,8,2-8-S,S,W,S-W,Grass,Non-native,Eremochloa ophiuroides,7
0,2020-07-20,2,8,2-8-S,S,W,S-W,Sedge,Native,Cyperus spp.,0
0,2020-07-20,2,8,2-8-S,S,W,S-W,Forb,Native,Oxalis corniculata,0
0,2020-07-20,2,8,2-8-S,S,W,S-W,Grass,Native,Paspalum setaceum,0
0,2020-07-20,2,9,2-9-Tsp,Tsp,W,Tsp-W,Bare,UK,Bareground,0
0,2020-07-20,2,9,2-9-Tsp,Tsp,W,Tsp-W,Grass,Non-native,Paspalum notatum,10
0,2020-07-20,2,9,2-9-Tsp,Tsp,W,Tsp-W,Grass,Non-native,Cynodon dactylon,0
0,2020-07-20,2,9,2-9-Tsp,Tsp,W,Tsp-W,Grass,Non-native,Eremochloa ophiuroides,0
0,2020-07-20,2,9,2-9-Tsp,Tsp,W,Tsp-W,Sedge,Native,Cyperus spp.,1
0,2020-07-20,2,9,2-9-Tsp,Tsp,W,Tsp-W,Forb,Native,Oxalis corniculata,1
0,2020-07-20,2,9,2-9-Tsp,Tsp,W,Tsp-W,Grass,Native,Paspalum setaceum,0
0,2020-07-20,2,10,2-10-C,C,W,C-W,Bare,UK,Bareground,0
0,2020-07-20,2,10,2-10-C,C,W,C-W,Grass,Non-native,Paspalum notatum,10
0,2020-07-20,2,10,2-10-C,C,W,C-W,Grass,Non-native,Cynodon dactylon,0
0,2020-07-20,2,10,2-10-C,C,W,C-W,Grass,Non-native,Eremochloa ophiuroides,0
0,2020-07-20,2,10,2-10-C,C,W,C-W,Sedge,Native,Cyperus spp.,0
0,2020-07-20,2,10,2-10-C,C,W,C-W,Forb,Native,Oxalis corniculata,0
0,2020-07-20,2,10,2-10-C,C,W,C-W,Grass,Native,Paspalum setaceum,0
0,2020-07-20,2,11,2-11-Tsp,Tsp,W,Tsp-W,Bare,UK,Bareground,0
0,2020-07-20,2,11,2-11-Tsp,Tsp,W,Tsp-W,Grass,Non-native,Paspalum notatum,10
0,2020-07-20,2,11,2-11-Tsp,Tsp,W,Tsp-W,Grass,Non-native,Cynodon dactylon,0
0,2020-07-20,2,11,2-11-Tsp,Tsp,W,Tsp-W,Grass,Non-native,Eremochloa ophiuroides,4
0,2020-07-20,2,11,2-11-Tsp,Tsp,W,Tsp-W,Sedge,Native,Cyperus spp.,0
0,2020-07-20,2,11,2-11-Tsp,Tsp,W,Tsp-W,Forb,Native,Oxalis corniculata,0
0,2020-07-20,2,11,2-11-Tsp,Tsp,W,Tsp-W,Grass,Native,Paspalum setaceum,0
0,2020-07-20,2,12,2-12-Tw,Tw,W,Tw-W,Bare,UK,Bareground,0
0,2020-07-20,2,12,2-12-Tw,Tw,W,Tw-W,Grass,Non-native,Paspalum notatum,7
0,2020-07-20,2,12,2-12-Tw,Tw,W,Tw-W,Grass,Non-native,Cynodon dactylon,2
0,2020-07-20,2,12,2-12-Tw,Tw,W,Tw-W,Grass,Non-native,Eremochloa ophiuroides,7
0,2020-07-20,2,12,2-12-Tw,Tw,W,Tw-W,Sedge,Native,Cyperus spp.,0
0,2020-07-20,2,12,2-12-Tw,Tw,W,Tw-W,Forb,Native,Oxalis corniculata,0
0,2020-07-20,2,12,2-12-Tw,Tw,W,Tw-W,Grass,Native,Paspalum setaceum,0
0,2020-07-20,2,13,2-13-Tw,Tw,W,Tw-W,Bare,UK,Bareground,0
0,2020-07-20,2,13,2-13-Tw,Tw,W,Tw-W,Grass,Non-native,Paspalum notatum,8
0,2020-07-20,2,13,2-13-Tw,Tw,W,Tw-W,Grass,Non-native,Cynodon dactylon,0
0,2020-07-20,2,13,2-13-Tw,Tw,W,Tw-W,Grass,Non-native,Eremochloa ophiuroides,7
0,2020-07-20,2,13,2-13-Tw,Tw,W,Tw-W,Sedge,Native,Cyperus spp.,2
0,2020-07-20,2,13,2-13-Tw,Tw,W,Tw-W,Forb,Native,Oxalis corniculata,0
0,2020-07-20,2,13,2-13-Tw,Tw,W,Tw-W,Grass,Native,Paspalum setaceum,0
0,2020-07-20,2,14,2-14-S,S,W,S-W,Bare,UK,Bareground,0
0,2020-07-20,2,14,2-14-S,S,W,S-W,Grass,Non-native,Paspalum notatum,6
0,2020-07-20,2,14,2-14-S,S,W,S-W,Grass,Non-native,Cynodon dactylon,2
0,2020-07-20,2,14,2-14-S,S,W,S-W,Grass,Non-native,Eremochloa ophiuroides,7
0,2020-07-20,2,14,2-14-S,S,W,S-W,Sedge,Native,Cyperus spp.,2
0,2020-07-20,2,14,2-14-S,S,W,S-W,Forb,Native,Oxalis corniculata,1
0,2020-07-20,2,14,2-14-S,S,W,S-W,Grass,Native,Paspalum setaceum,1
0,2020-07-20,2,15,2-15-Tw,Tw,W,Tw-W,Bare,UK,Bareground,0
0,2020-07-20,2,15,2-15-Tw,Tw,W,Tw-W,Grass,Non-native,Paspalum notatum,8
0,2020-07-20,2,15,2-15-Tw,Tw,W,Tw-W,Grass,Non-native,Cynodon dactylon,3
0,2020-07-20,2,15,2-15-Tw,Tw,W,Tw-W,Grass,Non-native,Eremochloa ophiuroides,6
0,2020-07-20,2,15,2-15-Tw,Tw,W,Tw-W,Sedge,Native,Cyperus spp.,0
0,2020-07-20,2,15,2-15-Tw,Tw,W,Tw-W,Forb,Native,Oxalis corniculata,0
0,2020-07-20,2,15,2-15-Tw,Tw,W,Tw-W,Grass,Native,Paspalum setaceum,0
0,2020-07-20,2,16,2-16-C,C,W,C-W,Bare,UK,Bareground,0
0,2020-07-20,2,16,2-16-C,C,W,C-W,Grass,Non-native,Paspalum notatum,6
0,2020-07-20,2,16,2-16-C,C,W,C-W,Grass,Non-native,Cynodon dactylon,2
0,2020-07-20,2,16,2-16-C,C,W,C-W,Grass,Non-native,Eremochloa ophiuroides,8
0,2020-07-20,2,16,2-16-C,C,W,C-W,Sedge,Native,Cyperus spp.,1
0,2020-07-20,2,16,2-16-C,C,W,C-W,Forb,Native,Oxalis corniculata,1
0,2020-07-20,2,16,2-16-C,C,W,C-W,Grass,Native,Paspalum setaceum,1
0,2020-07-20,3,1,3-1-Tw,Tw,C,Tw-C,Bare,UK,Bareground,0
0,2020-07-20,3,1,3-1-Tw,Tw,C,Tw-C,Grass,Non-native,Paspalum notatum,10
0,2020-07-20,3,1,3-1-Tw,Tw,C,Tw-C,Grass,Non-native,Cynodon dactylon,1
0,2020-07-20,3,1,3-1-Tw,Tw,C,Tw-C,Grass,Non-native,Eremochloa ophiuroides,1
0,2020-07-20,3,1,3-1-Tw,Tw,C,Tw-C,Sedge,Native,Cyperus spp.,1
0,2020-07-20,3,1,3-1-Tw,Tw,C,Tw-C,Forb,Native,Oxalis corniculata,1
0,2020-07-20,3,1,3-1-Tw,Tw,C,Tw-C,Grass,Native,Paspalum setaceum,1
0,2020-07-20,3,2,3-2-C,C,C,C-C,Bare,UK,Bareground,0
0,2020-07-20,3,2,3-2-C,C,C,C-C,Grass,Non-native,Paspalum notatum,10
0,2020-07-20,3,2,3-2-C,C,C,C-C,Grass,Non-native,Cynodon dactylon,0
0,2020-07-20,3,2,3-2-C,C,C,C-C,Grass,Non-native,Eremochloa ophiuroides,0
0,2020-07-20,3,2,3-2-C,C,C,C-C,Sedge,Native,Cyperus spp.,1
0,2020-07-20,3,2,3-2-C,C,C,C-C,Forb,Native,Oxalis corniculata,0
0,2020-07-20,3,2,3-2-C,C,C,C-C,Grass,Native,Paspalum setaceum,0
0,2020-07-20,3,2,3-2-C,C,C,C-C,Forb,Native,Cnidoscolus stimulosus,1
0,2020-07-20,3,3,3-3-S,S,C,S-C,Bare,UK,Bareground,0
0,2020-07-20,3,3,3-3-S,S,C,S-C,Grass,Non-native,Paspalum notatum,10
0,2020-07-20,3,3,3-3-S,S,C,S-C,Grass,Non-native,Cynodon dactylon,0
0,2020-07-20,3,3,3-3-S,S,C,S-C,Grass,Non-native,Eremochloa ophiuroides,1
0,2020-07-20,3,3,3-3-S,S,C,S-C,Sedge,Native,Cyperus spp.,0
0,2020-07-20,3,3,3-3-S,S,C,S-C,Forb,Native,Oxalis corniculata,1
0,2020-07-20,3,3,3-3-S,S,C,S-C,Grass,Native,Paspalum setaceum,0
0,2020-07-20,3,4,3-4-Tsp,Tsp,C,Tsp-C,Bare,UK,Bareground,0
0,2020-07-20,3,4,3-4-Tsp,Tsp,C,Tsp-C,Grass,Non-native,Paspalum notatum,10
0,2020-07-20,3,4,3-4-Tsp,Tsp,C,Tsp-C,Grass,Non-native,Cynodon dactylon,0
0,2020-07-20,3,4,3-4-Tsp,Tsp,C,Tsp-C,Grass,Non-native,Eremochloa ophiuroides,0
0,2020-07-20,3,4,3-4-Tsp,Tsp,C,Tsp-C,Sedge,Native,Cyperus spp.,0
0,2020-07-20,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Native,Oxalis corniculata,0
0,2020-07-20,3,4,3-4-Tsp,Tsp,C,Tsp-C,Grass,Native,Paspalum setaceum,0
0,2020-07-20,3,5,3-5-C,C,C,C-C,Bare,UK,Bareground,0
0,2020-07-20,3,5,3-5-C,C,C,C-C,Grass,Non-native,Paspalum notatum,10
0,2020-07-20,3,5,3-5-C,C,C,C-C,Grass,Non-native,Cynodon dactylon,0
0,2020-07-20,3,5,3-5-C,C,C,C-C,Grass,Non-native,Eremochloa ophiuroides,0
0,2020-07-20,3,5,3-5-C,C,C,C-C,Sedge,Native,Cyperus spp.,0
0,2020-07-20,3,5,3-5-C,C,C,C-C,Forb,Native,Oxalis corniculata,0
0,2020-07-20,3,5,3-5-C,C,C,C-C,Grass,Native,Paspalum setaceum,0
0,2020-07-20,3,6,3-6-Tw,Tw,C,Tw-C,Bare,UK,Bareground,0
0,2020-07-20,3,6,3-6-Tw,Tw,C,Tw-C,Grass,Non-native,Paspalum notatum,10
0,2020-07-20,3,6,3-6-Tw,Tw,C,Tw-C,Grass,Non-native,Cynodon dactylon,0
0,2020-07-20,3,6,3-6-Tw,Tw,C,Tw-C,Grass,Non-native,Eremochloa ophiuroides,0
0,2020-07-20,3,6,3-6-Tw,Tw,C,Tw-C,Sedge,Native,Cyperus spp.,0
0,2020-07-20,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Native,Oxalis corniculata,0
0,2020-07-20,3,6,3-6-Tw,Tw,C,Tw-C,Grass,Native,Paspalum setaceum,0
0,2020-07-20,3,7,3-7-Tsp,Tsp,C,Tsp-C,Bare,UK,Bareground,0
